Timestamp,SiteID,Day of Week,Scientist,Verified By,checksum
1995-07-12T09:47:00Z,AK1,4,AK1_SCI28,dicgr128,f3149f37cf6e5f08c83d4a1d2223b2b7
1995-08-16T09:50:00Z,AK1,4,AK1_SCI80,dicgr128,9303e62f5a9d9440c016afee1bbd829b
1995-09-13T09:55:00Z,AK1,4,AK1_SCI80,dicgr128,6c5d20b6cd031fa0defe2f6036266e59
1995-10-18T08:55:00Z,AK1,4,AK1_SCI22,dicgr128,86715545adef5191ddf5f8407b740381
1995-11-15T10:10:00Z,AK1,4,AK1_SCI28,dicgr128,dee14bcbc24b41629b6c10c83db29bc2
1995-12-13T09:50:00Z,AK1,4,AK1_SCI80,dicgr128,0f7e69c14e9414a5ff5b9d4e1061bb12
1996-01-17T09:15:00Z,AK1,4,AK1_SCI28,dicgr128,3d79141dfbc1f52ebe913f2282630eb8
1996-02-14T09:10:00Z,AK1,4,AK1_SCI28,dicgr128,78c445110bc86ca4be45f9a35239a941
1996-03-13T08:55:00Z,AK1,4,AK1_SCI22,dicgr128,5a58cbcb63c719a8f4d116dae890e9dc
1996-04-17T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,f4d2fbbba745bf034fdb267e720c8536
1996-05-15T10:45:00Z,AK1,4,AK1_SCI22,dicgr128,65a3f60b132c9b4618a8c769573db27f
1996-06-13T09:30:00Z,AK1,5,AK1_SCI80,dicgr128,b52a81967c1172809f91cc2380464286
1996-07-17T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,f60f221624b5994a82d4e9c6fae74171
1996-08-14T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,d6fd5d16fb2ae675cc8b5ef08db6698c
1996-09-18T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,3f152ab615aec5c1d737465bb92520d7
1996-10-16T09:39:00Z,AK1,4,AK1_SCI80,dicgr128,6d36cca472de2f38b6e0cfc8b32df83b
1996-11-13T09:00:00Z,AK1,4,AK1_SCI28,dicgr128,bc581c7a79576e08ce1fb4c813df348b
1996-12-18T09:21:00Z,AK1,4,AK1_SCI28,dicgr128,8e181482e5fd792cc085c97239014e15
1997-01-15T09:00:00Z,AK1,4,AK1_SCI80,dicgr128,0b8422e2462db41b85a82ff45d9b38fb
1997-02-12T09:18:00Z,AK1,4,AK1_SCI28,dicgr128,e2773f7ca64c2f5ebf608709bf4aec74
1997-03-12T09:00:00Z,AK1,4,AK1_SCI80,dicgr128,aced4a233a1cc731e9fff286a0fbe8d7
1997-04-16T10:10:00Z,AK1,4,AK1_SCI22,dicgr128,9b257b8bcfe59bee5d66e5a6fc5aa194
1997-05-14T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,ab54c51e389f2408766dd744b60339f5
1997-06-18T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,2f4a6cb12fd9342429c5e51cd4511ced
1997-07-16T09:30:00Z,AK1,4,AK1_SCI28,dicgr128,08b530c008888a4209ae056387d127ce
1997-08-13T09:30:00Z,AK1,4,AK1_SCI28,dicgr128,dc950355e256e8c6046020f9aade802c
1997-09-17T08:00:00Z,AK1,4,AK1_SCI80,dicgr128,b74d68aae8231e5a68fa50b8228b9d81
1997-10-15T07:55:00Z,AK1,4,AK1_SCI22,dicgr128,6b6cf1e604368b6b91c304558490c528
1997-11-12T08:40:00Z,AK1,4,AK1_SCI22,dicgr128,4004f392455c7dadf9bf9d69161b5aba
1997-12-17T08:20:00Z,AK1,4,AK1_SCI28,dicgr128,e814a61280cc10a408db044971242b5d
1998-01-14T09:40:00Z,AK1,4,AK1_SCI80,dicgr128,b59637de5e2a9616ff995a86447e7187
1998-02-18T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,ebed235b4147d95fef069b75937aa932
1998-03-18T09:30:00Z,AK1,4,AK1_SCI80,dicgr128,e1d9d849d0ee4112b4d86dbdb1329e32
1998-04-15T10:15:00Z,AK1,4,AK1_SCI28,dicgr128,2b59e0f9a7b1e09ebee78e60784443c0
1998-05-13T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,56263ae27c0b011c71587e989419bb53
1998-06-17T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,fcae86e456b0cb05f59fe5aa4c91ad7d
1998-07-22T09:28:00Z,AK1,4,AK1_SCI22,dicgr128,dabd164df46f902ecab1371f95ad19a9
1998-08-12T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,db0fb71ed45e8cc8354f9ebf23b7c47a
1998-09-16T09:50:00Z,AK1,4,AK1_SCI80,dicgr128,497750fa7e5fa47d39c60cada60f3284
1998-10-14T09:15:00Z,AK1,4,AK1_SCI28,dicgr128,84a26d8932c76a95e445feed7ceaa732
1998-11-18T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,d601496282aa913d327909e01d8e1e9b
1998-12-16T10:16:00Z,AK1,4,AK1_SCI80,dicgr128,31b3a8c54b26872982e9beeaa24286f2
1999-01-13T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,078b08d1f4525e2b20808e8ba0a409eb
1999-02-17T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,1b423338517dbd14806481096417aca8
1999-03-17T09:00:00Z,AK1,4,AK1_SCI22,dicgr128,05cdb22a5e2de67290b08a80ce0d7456
1999-04-14T09:40:00Z,AK1,4,AK1_SCI22,dicgr128,27478c2a57f3671985155de8078289be
1999-05-12T09:35:00Z,AK1,4,AK1_SCI28,dicgr128,1b953a1e44871b0bd71346bec4c37666
1999-06-16T10:40:00Z,AK1,4,AK1_SCI28,dicgr128,8400f35f8b34d6375b88f25367abc7d3
1999-07-14T10:30:00Z,AK1,4,AK1_SCI22,dicgr128,f1d7afa1e31b5e71ca29d76cf708dae1
1999-08-18T10:00:00Z,AK1,4,AK1_SCI28,dicgr128,4f62e11b59c68726c45da5546ca4ca7b
1999-09-15T09:42:00Z,AK1,4,AK1_SCI80,dicgr128,e29b13f17f418ad7052a23efd999820f
1999-10-13T10:15:00Z,AK1,4,AK1_SCI28,dicgr128,790fb6d2c47c156c9b889a19b4f78e53
1999-11-17T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,70a9b3f682d6540faebb6282e136cfa1
1999-12-15T09:55:00Z,AK1,4,AK1_SCI28,dicgr128,f1874494772a465b378a37b9694b8fba
2000-01-12T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,fa633288fad7bee81e604c577d8873e6
2000-02-16T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,b8bd92e20c5ed0cb97a26b3edf57b71e
2000-03-15T10:04:00Z,AK1,4,AK1_SCI80,dicgr128,100f365456b94f91631cd06792f22816
2000-04-12T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,cff89e17b322883d4aba198d3ada1b01
2000-05-17T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,39f49a89b4569395ae7e7cc5cb2c5dcf
2000-06-14T10:00:00Z,AK1,4,AK1_SCI28,dicgr128,4d5586b7cf01c18b0d61d5858abfb77b
2000-07-12T10:00:00Z,AK1,4,AK1_SCI28,dicgr128,39d1ec315cae845926fac2a35d6e5be8
2000-08-16T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,32d305f09ac11c0b9c2f8d2c837fe9fa
2000-09-13T09:48:00Z,AK1,4,AK1_SCI28,dicgr128,19f3720db51313c2c216fde3ff090403
2000-10-18T10:15:00Z,AK1,4,AK1_SCI22,dicgr128,9103d896b1e05003b9198b4e7dcf9185
2000-11-15T09:35:00Z,AK1,4,AK1_SCI28,dicgr128,caf08f19d78529881cd526dd3305fb9a
2000-12-13T09:00:00Z,AK1,4,AK1_SCI80,dicgr128,f53102dd89d6efddcaa8ca4f466c37b4
2001-01-17T09:52:00Z,AK1,4,AK1_SCI22,dicgr128,2391b85276f9f4abae872801743c14a3
2001-02-14T09:55:00Z,AK1,4,AK1_SCI80,dicgr128,c1176117594bf8bd281e4e622e81680e
2001-03-14T09:55:00Z,AK1,4,AK1_SCI28,dicgr128,9931746da993bda3be29f1c30e01476b
2001-04-17T09:55:00Z,AK1,3,AK1_SCI28,dicgr128,1c64d7f290d46c8b5fafe2ed6684b0de
2001-05-16T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,f3d2169c66cccd98b5b56555c393e105
2001-06-13T10:07:00Z,AK1,4,AK1_SCI80,dicgr128,2f1911b22b1ea9af63e40390363e2baa
2001-07-18T09:30:00Z,AK1,4,AK1_SCI22,dicgr128,e33ec00d1d8e1863a669ccd7da53a14d
2001-08-15T09:25:00Z,AK1,4,AK1_SCI22,dicgr128,63fd8c59955cbc5223648a048ed950ce
2001-09-12T10:20:00Z,AK1,4,AK1_SCI22,dicgr128,9bb2db21e8999828bb738f4f955ead1c
2001-10-18T10:00:00Z,AK1,5,AK1_SCI28,dicgr128,4d5569c6e59515346cfbb72c2cdde3c0
2001-11-14T10:17:00Z,AK1,4,AK1_SCI22,dicgr128,e090c83797152448fd35bd9a172412c6
2001-12-12T09:15:00Z,AK1,4,AK1_SCI22,dicgr128,8ef95b2c27051730b80d28b208dabf6e
2002-01-16T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,ee014779bf75a4288a684a088a986e8a
2002-02-13T09:50:00Z,AK1,4,AK1_SCI80,dicgr128,dc8f1e7c6294e8a14bfd7238d173ae34
2002-03-13T09:55:00Z,AK1,4,AK1_SCI22,dicgr128,0e7cd224cbe0496acac42a1579570000
2002-04-17T10:43:00Z,AK1,4,AK1_SCI28,dicgr128,30cae51d69556f81ed5e08ac1a76b906
2002-05-15T10:30:00Z,AK1,4,AK1_SCI22,dicgr128,c6934ad71c4a3b90874a93a87edf9e2f
2002-06-12T09:55:00Z,AK1,4,AK1_SCI80,dicgr128,aeda0f67b7edc62c54d9b452fcaceb62
2002-07-17T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,9fea456c30b6bde2e151b0aa69883bd1
2002-08-15T09:50:00Z,AK1,5,AK1_SCI22,dicgr128,d46320e863ecd7f5cf18c80ce95de87c
2002-09-18T10:30:00Z,AK1,4,AK1_SCI80,dicgr128,3e329c072b7ff3dc6a450bb54d6eb755
2002-10-16T10:30:00Z,AK1,4,AK1_SCI80,dicgr128,39e9a7eddbc237e9a116f91940025ed0
2002-11-13T09:44:00Z,AK1,4,AK1_SCI28,dicgr128,3ecefbcaa0b68dd97f6534d6512a2108
2002-12-18T09:20:00Z,AK1,4,AK1_SCI22,dicgr128,ddd55f0851d79370122c19af968c7803
2003-01-15T10:15:00Z,AK1,4,AK1_SCI22,dicgr128,a6ae92d6df2bca6d90b65478f9521655
2003-02-12T09:30:00Z,AK1,4,AK1_SCI22,dicgr128,f23baad1865e26d605f8cb1054bb5b80
2003-03-11T09:40:00Z,AK1,3,AK1_SCI22,dicgr128,3e47324311e0c6ba47c244e0b9c2e04b
2003-04-16T09:15:00Z,AK1,4,AK1_SCI80,dicgr128,a1b60485df5cc18dac0f53654258788d
2003-05-14T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,02033ba64cf97b798981bf97ebb3932f
2003-06-18T09:40:00Z,AK1,4,AK1_SCI22,dicgr128,5395f44f077e19d275e39c00cbc31841
2003-07-16T10:05:00Z,AK1,4,AK1_SCI80,dicgr128,4a9efef8fad759cb927ec56a92957810
2003-08-13T09:30:00Z,AK1,4,AK1_SCI80,dicgr128,3c81a8d0d2d9d100e558a5347547dfd6
2003-09-17T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,33f68098654d752056077e6b3d0fef58
2003-10-15T10:05:00Z,AK1,4,AK1_SCI80,dicgr128,5462f30ec1c532c6548dfd6a4bc13176
2003-11-12T10:05:00Z,AK1,4,AK1_SCI22,dicgr128,65fc8daae7c25c618e72cf53237d9d1f
2003-12-17T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,03df30e834c3ee4005365b9fff907a03
2004-01-14T09:20:00Z,AK1,4,AK1_SCI22,dicgr128,a7fca5e5e02b31adc3f182405093d085
2004-02-18T09:20:00Z,AK1,4,AK1_SCI28,dicgr128,330f3e89ab782f58bf23409f5be02089
2004-03-17T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,dd50a7d10ce99c70f7de1d609192847d
2004-04-14T10:15:00Z,AK1,4,AK1_SCI80,dicgr128,298441da639417097480f49a252ebdd0
2004-05-12T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,91dfd5ce20e8c220e415d9d5d4a46cc7
2004-06-16T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,af15ed7e978a4955dcd8ae6d57ee2a74
2004-07-14T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,a2ca1c9fa61f3db0ddd56717a0c4ddbe
2004-08-19T10:25:00Z,AK1,5,AK1_SCI28,dicgr128,c88554a5129cec9c759574e777f72219
2004-09-15T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,f059060f87f42b35f81ee93092658245
2004-10-13T10:00:00Z,AK1,4,AK1_SCI28,dicgr128,391cf083c1ca32b07041464505bb73cb
2004-11-18T09:50:00Z,AK1,5,AK1_SCI22,dicgr128,b1a1f7b51a388488f4f4156d27096298
2004-12-16T09:45:00Z,AK1,5,AK1_SCI80,dicgr128,0a9f127a5876634fc6670ae7b0a6b754
2005-01-13T10:00:00Z,AK1,5,AK1_SCI22,dicgr128,7e5484f36714f0be9f406051c0206b64
2005-02-17T10:15:00Z,AK1,5,AK1_SCI22,dicgr128,bcebd44281e34ad7b1bc62fd4b6e6884
2005-03-16T09:40:00Z,AK1,4,AK1_SCI80,dicgr128,70907cbc71ca9d3bec113270cef05d59
2005-04-28T10:20:00Z,AK1,5,AK1_SCI22,dicgr128,be77092a71b02f9cf67a092615501e89
2005-05-25T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,d7390ac56cc74ae23ba6fc8ce115b065
2005-06-15T10:00:00Z,AK1,4,AK1_SCI22,dicgr128,c2aa5b7036bde2d8e62148e0735ad74b
2005-07-13T10:30:00Z,AK1,4,AK1_SCI28,dicgr128,d4dd117d63f3da5fa4bc20c9b96da755
2005-08-17T09:20:00Z,AK1,4,AK1_SCI22,dicgr128,949051652a1d2856b01a6b756af5ecb7
2005-09-14T09:00:00Z,AK1,4,AK1_SCI22,dicgr128,50abaf7c1fc30792aa8babb7898af9c9
2005-10-12T09:00:00Z,AK1,4,AK1_SCI22,dicgr128,7d8e67d920292cb71049f0df4898aec2
2005-11-16T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,fde0160a1161ad08a3a6171bd056d72d
2005-12-14T09:30:00Z,AK1,4,AK1_SCI28,dicgr128,867d3e3615c5b9ea425e7a16710bc4c5
2006-01-18T09:45:00Z,AK1,4,AK1_SCI22,dicgr128,8dd6b4b463a6e4d49a85378e53bdfc01
2006-02-15T09:45:00Z,AK1,4,AK1_SCI28,dicgr128,f171287e90b41691b2ca1b57f80ab1f2
2006-03-15T09:20:00Z,AK1,4,AK1_SCI22,dicgr128,fd3045771352e877ee81028f66103c95
2006-04-12T09:50:00Z,AK1,4,AK1_SCI28,dicgr128,8a556f5e85788d68380bca10b4e5a234
2006-05-17T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,97f287d8a7176b22111d64df7e24f0b1
2006-06-14T09:50:00Z,AK1,4,AK1_SCI22,dicgr128,806b3a52e893324149aa2db030efa69e
2006-07-13T10:00:00Z,AK1,5,AK1_SCI28,dicgr128,9e959e508ea23723ff43ef7a130a795d
2006-08-16T09:45:00Z,AK1,4,AK1_SCI80,dicgr128,aab6ea80a712c1763efcc419ec015f4b
2006-09-20T10:10:00Z,AK1,4,AK1_SCI80,dicgr128,9b6f8a3275bd0760194feace2aab1f4d
2006-10-18T09:15:00Z,AK1,4,AK1_SCI22,dicgr128,472b450ba4adffa11fc5a5e0e5aed1fc
2006-11-16T10:40:00Z,AK1,5,AK1_SCI80,dicgr128,4ee6566e7d1362786abf545deaa82ceb
2006-12-13T09:20:00Z,AK1,4,AK1_SCI28,dicgr128,02d0ac4bd60efc76ce97841df1768511
2007-01-17T09:09:00Z,AK1,4,AK1_SCI80,dicgr128,6c188e8255091cb13c0a01b0f505dc16
2007-02-14T09:11:00Z,AK1,4,AK1_SCI22,dicgr128,3bb46ed30fab98d0e386548ae5bdc5db
2007-03-14T10:07:00Z,AK1,4,AK1_SCI22,dicgr128,5d12eca233380a0b77d1df24f7cc3750
2007-04-18T10:26:00Z,AK1,4,AK1_SCI80,dicgr128,382e0e1d78c00972be25095694c8ea53
2007-05-16T10:00:00Z,AK1,4,AK1_SCI28,dicgr128,0475a79ee8e0150819e98b0b03d472cb
2007-06-13T10:03:00Z,AK1,4,AK1_SCI22,dicgr128,171ae650fef040a93a3bce97c0b9366f
2007-07-18T10:33:00Z,AK1,4,AK1_SCI28,dicgr128,7bd4eada8fab85cd59691592bc087e4c
2007-08-15T10:37:00Z,AK1,4,AK1_SCI22,dicgr128,4311ece60f0e5cbe14779d83785edb5f
2007-09-13T10:20:00Z,AK1,5,AK1_SCI80,dicgr128,ace202c7ba65ae4dea6f105e4945ee83
2007-10-17T09:22:00Z,AK1,4,AK1_SCI28,dicgr128,8656eae4a89ce9223c2c322804def951
2007-11-14T10:15:00Z,AK1,4,AK1_SCI28,dicgr128,dedf990c4990d169514a4f83aa6fa4fc
2007-12-12T09:22:00Z,AK1,4,AK1_SCI28,dicgr128,ffafb38ee310290f987761432b3748f2
2008-01-16T09:05:00Z,AK1,4,AK1_SCI22,dicgr128,fd78de430e3d5b28afd062e549e37fe0
2008-02-13T10:00:00Z,AK1,4,AK1_SCI80,dicgr128,8b1601410604b06f0a35542447d9c07f
2008-03-12T09:40:00Z,AK1,4,AK1_SCI22,dicgr128,dc90a886c34ac09cfd2c5c244d5d16e5
2008-04-16T10:30:00Z,AK1,4,AK1_SCI22,dicgr128,cc370545da42b0b5cfe4fcf2775a8d19
2008-05-14T10:25:00Z,AK1,4,AK1_SCI22,dicgr128,5b2f386cb7edace76c4fa57643622f51
2008-06-18T10:30:00Z,AK1,4,AK1_SCI28,dicgr128,352ca43890c515d1f41da315c1b85928
2008-07-23T11:15:00Z,AK1,4,AK1_SCI80,dicgr128,bee681b486a00074626cfa52d1590556
2008-08-13T10:05:00Z,AK1,4,AK1_SCI28,dicgr128,b6d2e29717fa57269484eb299623376c
