,checksum,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH,SiteID,Region,Name,Longitude,Latitude,Timestamp
312,058ca0f74085b2cc3d1a7a93d52a2806,6.89,14.0,6.0,103.4,56.6,517.2,164.0,1134.0,15.233187454744986,1288.0,89.0,1.8,11.9,7.89,WA3,Wanganui,Waingongoro at SH45,174.2100716,-39.57808905,2008-04-22T12:30:00Z
313,058ecd86f31accba3a2b564238079eef,15.9,6.0,8.0,118.0,14.4,68.9,141.0,1.0,-14.948244045084358,252.0,52.0,4.04,20.5,8.1,WH4,Whangarei,Wairu at Purua,174.1505947,-35.6537364,2015-12-15T15:00:00Z
314,05908bd8f6215fec5911a453740d06b3,2.7,1.0,2.0,97.0,10.0,151.5,75.9,22.0,15.628179677473636,72.0,20.0,6.13,14.2,7.77,GS4,Gisborne,Motu at Houpoto,177.6320592,-37.86546076,2014-11-05T11:00:00Z
315,059e6b7eddb874cea587139e8392ea6a,2.94,9.0,7.0,98.7,21.4,186.0,91.0,564.0,15.37042614996084,679.0,36.0,3.24,12.5,7.11,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2019-09-09T13:57:00Z
316,05ac6280b423e0bcdf9cac7c24938f7c,0.9,2.0,3.0,108.6,2.3,4.1,61.2,9.0,-14.628738839401024,169.0,9.0,1.5,21.4,8.13,NN4,Nelson,Wairau at Tuamarina,173.9524671,-41.44049154,2006-02-16T14:40:00Z
317,05c361479cd4acc80e6c1a53d28998da,0.69,0.0,6.0,99.9,2.1,11.0,71.8,366.0,12.422962610883122,378.0,18.0,12.5,6.1,7.53,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2009-06-17T14:15:00Z
318,05c3bdccf673ba68e87207698c7c47e1,11.3,5.0,8.0,98.9,4.2,63.8,84.4,475.0,-14.667310592995566,629.0,37.0,23.0,10.1,7.46,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2005-06-22T12:00:00Z
319,05ca7c3b8e884b9fb117737dea570dfc,7.7,7.0,8.0,105.9,4.3,46.4,99.4,247.0,-14.466513057105365,398.0,15.0,3.38,9.6,8.1,TU1,Turangi,Whanganui at Te Maire,175.1886879,-38.94427494,2013-08-20T11:40:00Z
320,05d1afa70527f14fffe06a75a47e3d26,4.1,18.0,7.0,97.5,0.6,55.6,47.9,297.0,14.97998664990727,471.0,8.0,1.28,11.0,7.53,TK3,Tekapo,Opuha at Skipton Br.,170.9796325,-44.08056659,2016-11-10T08:45:00Z
321,05d5e3ee87d6c6e111ff99b60972a19f,2.8,6.0,2.0,120.8,3.6,13.5,122.7,4.0,12.649110641914708,111.0,12.0,1.88,25.0,8.82,HV5,Havelock Nth,Mohaka at Raupunga,177.1288534,-39.07533505,2016-02-03T12:30:00Z
322,05d682b76b884c01b22294f85b213f91,8.3,2.0,0.0,99.6,3.4,32.8,71.3,61.0,-15.233187454744986,185.0,11.0,0.64,11.9,7.6,GY1,Greymouth,Buller at Te Kuha,171.6996819,-41.83666153,2007-05-08T11:30:00Z
323,05d8bb5d8ae10eaa04fb3080f5c37834,7.6,11.0,1.0,103.6,2.3,124.6,113.7,164.0,-15.654072953432918,338.0,17.0,2.65,16.9,7.82,WH2,Whangarei,Waitangi at Wakelins,174.0473578,-35.27815386,2015-10-15T10:45:00Z
324,05dc1d3a0227bd2a1703ea6ceecd2638,5.52,2.0,5.0,101.0,3.8,3.1,59.7,32.0,13.326665000344237,81.0,5.0,1.1,7.4,7.44,WN2,Wellington,Hutt at Kaitoke,175.1913608,-41.0526002,2009-05-13T10:40:00Z
325,05df65ed0a017685c8a763ba82f376bb,1.7,8.0,0.0,107.1,3.7,10.9,99.0,238.0,15.700000001,332.0,6.0,0.35,15.7,8.14,HV6,Havelock Nth,Mohaka at Glenfalls,176.6345775,-39.17951716,2010-01-14T10:30:00Z
326,05ed1fb2b70218a9e2443a18ebc7e429,3.7,6.0,8.0,100.3,7.0,57.6,139.6,169.0,-15.127789000095156,294.0,18.0,7.47,11.5,8.09,WA5,Wanganui,Rangitikei at Mangaweka,175.8079005,-39.81209364,2017-10-18T10:55:00Z
327,05f2eec430547347be16e684610ea471,11.7,8.0,0.0,102.5,8.3,36.4,85.2,86.0,-10.688311374178804,356.0,40.0,10.2,4.2,7.38,DN1,Dunedin,Taieri at Tiroiti,170.2727477,-45.25818263,2012-09-13T09:30:00Z
328,05f69d1d556fb6ee257b81f537f9969e,0.86,2.0,5.0,99.0,16.5,14.6,106.0,42.0,14.150971699194368,61.0,18.0,2.4,8.9,7.65,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2008-04-23T08:39:00Z
329,05fb1790a1c803ca8452a09a77a6c8b3,9.7,23.0,5.0,105.2,12.2,727.0,196.0,68.0,15.679604587852335,331.0,29.0,1.37,16.5,8.34,GS2,Gisborne,Waikohu at No. 1 Br.,177.5614619,-38.41677638,2017-02-21T13:44:00Z
330,05fde78fb7f71542d3e521260ef725b6,3.61,6.0,6.0,102.1,2.1,18.3,467.0,18.0,11.935241934347204,141.0,17.0,11.5,25.9,8.23,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2009-01-20T15:30:00Z
331,05ff8147e5906e781c99c1b9828a710e,1.14,1.0,7.0,101.3,1.2,22.1,70.4,1.0,15.558920272030448,68.0,5.0,0.45,13.6,7.91,CH1,Christchurch,Hurunui at Mandamus,172.5414016,-42.79210319,2005-02-16T10:30:00Z
332,0601557cc7eb2d58ba60dde2061e4052,8.65,15.0,7.0,100.2,8.0,613.1,75.2,616.0,-14.423938436897185,979.0,122.0,79.7,9.5,7.42,TU1,Turangi,Whanganui at Te Maire,175.1886879,-38.94427494,2018-08-23T12:00:00Z
333,060458ef2bd292b30fa8ad86e061ed57,0.28,3.0,0.0,104.8,0.2,2.0,60.8,20.0,-15.618258546694634,55.0,1.0,2.05,14.1,8.22,AX1,Alexandra,Clutha at Luggate Br.,169.2799662,-44.73091966,2009-04-14T13:00:00Z
334,060500609ea7ab711c00779725e5533f,3.0,5.0,8.0,99.5,5.6,70.3,113.2,1041.0,15.699681526432313,1197.0,19.0,4.77,15.6,7.37,DN8,Dunedin,Oreti at Riverton HW Br.,168.2658533,-46.32784979,2014-12-09T12:35:00Z
335,060f9f2d1b960ac2f700ed3d4c4db1f2,5.92,6.0,8.0,101.3,2.5,41.9,99.3,473.0,-12.933676972593682,594.0,9.0,2.4,6.8,7.59,DN9,Dunedin,Waiau at Tuatapere,167.6857257,-46.13187464,2018-06-12T16:30:00Z
336,0610caea34ad895100c809661b10042c,3.2,7.0,1.0,103.4,19.4,28.8,83.3,70.0,-15.545095690647903,242.0,33.0,1.2,17.9,7.95,RO4,Rotorua,Whirinaki at Galatea,176.7455255,-38.48615895,2006-01-11T14:30:00Z
337,0610fa1853b8d1fec97a2f9d3db5cff3,4.2,8.0,0.0,98.5,4.1,155.3,430.0,176.0,15.20789268871266,406.0,131.0,87.0,19.6,8.15,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2007-10-24T15:30:00Z
338,0611471c530c48ba2bab18983d0e177d,2.1,12.0,2.0,138.4,3.5,7.4,182.9,365.0,-15.349267084502763,508.0,14.0,1.92,19.0,9.08,HV2,Havelock Nth,Tukituki at Red Br.,176.9268003,-39.71715618,2020-11-02T13:30:00Z
339,062288e1d7d9c11044a0d78ee7ab52e5,8.44,20.0,8.0,99.8,22.9,214.2,151.0,220.0,-14.778362562591294,413.0,41.0,5.0,21.0,7.5,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2008-02-14T12:10:00Z
340,0622cfcc853c828834b05ba3088c33da,1.08,1.0,3.0,100.8,4.1,8.5,43.4,20.0,-13.737903771369195,35.0,16.0,7.1,8.1,7.56,NN3,Nelson,Wairau at Dip Flat,172.922771,-41.898142,2009-12-16T09:45:00Z
341,0623bb72d4f13cb70b9d958b460d5a73,3.4,14.0,7.0,99.9,9.9,648.8,62.9,204.0,-15.572090419445937,338.0,19.0,1.2,13.7,7.22,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2010-11-11T10:05:00Z
342,062444b5f98e1b4080984007c83354cb,8.95,23.0,7.0,92.0,13.9,921.0,110.3,770.0,15.628179677473636,1048.0,69.0,20.5,14.2,7.45,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2019-10-17T13:15:00Z
343,062ea71b638b7c229d7b5e9b026d2f05,8.2,17.0,6.0,98.8,16.0,344.8,141.0,1096.0,-13.388427840168536,1309.0,36.0,12.0,7.5,7.42,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2006-06-21T13:40:00Z
344,062efb67de74785bf5bddbc0dfccf037,1.0,2.0,8.0,99.6,14.9,25.9,113.3,6.0,15.483216721062842,38.0,20.0,0.29,13.1,7.64,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2010-01-20T08:30:00Z
345,063900cfa1c62864731fb7f73740d934,14.6,7.0,4.0,86.9,5.5,248.1,54.5,3.0,15.699681526432313,306.0,28.0,3.02,15.8,7.03,DN2,Dunedin,Sutton at SH87,170.0940294,-45.59783272,2015-02-12T11:30:00Z
346,063ad304497e2d84df76e7a2d935cea2,4.9,18.0,0.0,101.1,5.9,307.6,203.0,125.0,15.070832758391289,341.0,25.0,1.6,11.3,8.15,GS2,Gisborne,Waikohu at No. 1 Br.,177.5614619,-38.41677638,2010-04-21T13:15:00Z
347,063d4ba3b27e03beec613cf0fb489e69,1.83,3.0,7.0,105.8,8.2,8.0,88.5,39.0,-15.448300878459094,78.0,13.0,2.2,12.9,7.97,GS4,Gisborne,Motu at Houpoto,177.6320592,-37.86546076,2019-10-08T13:15:00Z
348,064007d08a936d28c614732b286adb3b,1.8,2.0,8.0,100.2,3.4,152.9,69.2,138.0,-14.848568955673809,196.0,23.0,8.4,10.6,7.86,CH2,Christchurch,Hurunui at SH1 Br.,173.0964716,-42.90013799,2006-09-27T13:00:00Z
349,0643254ba02b76de062430abffdb1624,2.4,0.0,8.0,102.8,0.3,150.0,154.0,86.0,-15.607690413107251,172.0,8.0,1.17,17.4,8.1,NN1,Nelson,Motueka at Woodstock,172.8245826,-41.25156018,2016-03-16T12:10:00Z
350,064a60b9634a737014d031b13a7cad01,2.0,12.0,8.0,120.0,8.0,21.6,100.4,235.0,15.618258546694634,450.0,33.0,2.03,17.3,7.16,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2014-04-09T13:50:00Z
351,0657fc077fe32fa2826f2d8fed910194,2.7,3.0,1.0,97.8,3.0,6.0,102.5,1243.0,-13.567608486074471,1417.0,5.0,0.75,7.8,7.69,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2019-09-11T10:05:00Z
352,06798da719a2c454ec0328ed5c258ee9,3.4,4.0,0.0,103.8,0.7,50.4,155.0,4.0,15.6460857734898,151.0,9.0,3.25,17.0,8.07,WA6,Wanganui,Rangitikei at Kakariki,175.444118,-40.12680338,2012-11-22T10:03:00Z
353,067a86dfd9020e3e48e18f9f61c46b4f,3.1,1.0,3.0,103.0,18.8,25.6,78.5,100.0,-13.4491635439309,169.0,29.0,2.24,7.6,7.65,RO4,Rotorua,Whirinaki at Galatea,176.7455255,-38.48615895,2015-06-16T14:20:00Z
354,067f4fefa9160e68cc5c7247c9ef502c,1.3,3.0,8.0,98.0,1.1,22.8,74.6,46.0,13.8466602482837,104.0,5.0,1.11,8.3,7.62,AX4,Alexandra,Clutha at Millers Flat,169.4099758,-45.66636207,2017-06-13T09:40:00Z
355,067f62cf5d93380f094fc79eae71c3af,4.0,8.0,4.0,106.8,4.5,166.4,67.3,37.0,15.515476145816471,178.0,14.0,1.01,18.1,7.44,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2020-01-23T10:30:00Z
356,068053387ad7d5c1a6dd47e26fdd682c,4.6,11.0,8.0,99.7,9.2,115.3,85.9,558.0,13.567608486074471,704.0,29.0,4.8,7.8,7.5,TU1,Turangi,Whanganui at Te Maire,175.1886879,-38.94427494,2006-07-19T11:30:00Z
357,06889eb25694c5a21778fd3bf852eee1,8.5,3.0,8.0,99.1,13.1,275.0,49.2,237.0,-13.792751720791612,525.0,188.0,133.0,8.2,7.32,NN4,Nelson,Wairau at Tuamarina,173.9524671,-41.44049154,2012-06-20T14:10:00Z
358,068add25443fda5ade7b19e00e6c8152,0.5,1.0,0.0,100.2,0.6,0.0,60.8,3.0,-15.6460857734898,38.0,2.0,1.35,14.4,7.9,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2012-04-19T13:00:00Z
359,0693f31119d9f607e13b42497205b533,5.6,68.0,0.0,104.9,1.5,93.3,131.0,649.0,14.423938436897185,796.0,9.0,2.0,9.5,7.56,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2006-06-14T11:30:00Z
360,069c2e9a73878791eb501861f6d9a6bd,2.0,11.0,5.0,113.2,13.0,9.7,206.0,796.0,-15.499677417010972,921.0,22.0,2.46,18.2,8.46,HV2,Havelock Nth,Tukituki at Red Br.,176.9268003,-39.71715618,2012-11-05T13:40:00Z
361,069e7a6337169cc422f803a4a96b780c,4.8,49.0,7.0,81.4,54.0,108.1,348.0,400.0,-15.545095690647903,577.0,91.0,3.91,17.9,7.47,RO2,Rotorua,Tarawera at Awakaponga,176.7668297,-37.94077098,2016-04-13T13:10:00Z
362,069e9c4a5ebe36082ef6d915405ba517,11.2,2.0,8.0,90.4,5.4,547.5,55.5,0.0,15.010995970667636,181.0,16.0,0.87,11.1,7.23,DN2,Dunedin,Sutton at SH87,170.0940294,-45.59783272,2014-04-10T11:45:00Z
363,06ae0f463256f7927df5478a807c55d7,14.7,29.0,1.0,81.5,14.9,93.3,139.0,966.0,15.233187454744986,1259.0,45.0,5.95,11.9,6.5,WH4,Whangarei,Wairu at Purua,174.1505947,-35.6537364,2010-06-16T15:50:00Z
364,06b20ce430030191379062e79b6f782f,0.52,0.0,4.0,101.5,1.6,1.0,527.0,1.0,15.684387142359116,109.0,8.0,1.0,15.0,8.07,RO1,Rotorua,Tarawera at Lake outlet,176.5021583,-38.18372278,2008-05-14T11:49:00Z
365,06b984afaad41ae924df058d9d04fecb,5.0,11.0,3.0,103.5,1.8,19.7,124.5,0.0,-14.053113535135196,286.0,22.0,3.46,22.7,8.14,WA1,Wanganui,Waitara at Bertrand Rd,174.2548673,-39.04966438,2020-01-21T09:55:00Z
366,06b9d4338f0beead1fedf31cbfbd450b,4.0,2.0,8.0,107.5,1.1,25.0,73.7,88.0,-15.697133497279047,162.0,3.0,0.4,15.4,7.72,GY2,Greymouth,Grey at Dobson,171.2977474,-42.45526028,2007-04-10T14:45:00Z
367,06bb0e7f0ddfeb2276d833754b9eba7a,0.9,0.0,7.0,114.6,3.4,7.4,508.0,1.0,-14.589379700021516,87.0,8.0,0.64,21.5,8.08,RO1,Rotorua,Tarawera at Lake outlet,176.5021583,-38.18372278,2007-03-13T12:20:00Z
368,06bbb9d1a96b60f25230957422b86cd3,0.58,1.0,4.0,99.6,2.3,0.0,79.5,37.0,13.951702406208357,40.0,34.0,5.25,8.5,7.79,GY4,Greymouth,Haast at Roaring Billy,169.2978345,-43.94414373,2009-12-16T09:00:00Z
369,06c4708f17e2efa5ff2b1feefd42434c,4.11,2.0,8.0,99.3,1.5,60.1,104.7,1274.0,15.127789000095156,1375.0,3.0,2.05,11.5,7.75,TK2,Tekapo,Opihi at Rockwood,170.9415995,-44.16992472,2009-04-16T09:15:00Z
370,06cf2769df864721818d45b5ed64064e,4.7,3.0,6.0,100.4,0.7,39.5,50.7,96.0,-15.699681526432313,173.0,10.0,5.91,15.8,7.56,DN9,Dunedin,Waiau at Tuatapere,167.6857257,-46.13187464,2014-01-14T14:30:00Z
371,06d7dffc596527d63e6341fad1f20a83,15.61,14.0,8.0,100.2,10.7,1203.0,26.8,21.0,-15.530614927664647,414.0,355.0,91.3,13.4,7.0,WA2,Wanganui,Manganui at SH3,174.2615561,-39.28292805,2019-12-17T11:00:00Z
372,06d921828abdc1b2d117c5fc605b6ce0,3.7,2.0,5.0,102.8,2.6,193.5,69.5,40.0,15.700000001,162.0,16.0,1.35,15.7,7.31,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2015-03-19T10:00:00Z
373,06dfa037dde4b8bc09d6ce047e4b5fd9,5.8,9.0,8.0,97.2,3.8,104.6,461.0,70.0,-15.654072953432918,254.0,26.0,36.1,14.5,8.21,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2016-09-20T15:37:00Z
374,06ea7f6ed0eb5794ac36408e18391109,1.3,3.0,5.0,104.2,1.0,6.3,73.6,18.0,14.94824404508436,62.0,4.0,0.95,10.9,7.9,AX4,Alexandra,Clutha at Millers Flat,169.4099758,-45.66636207,2011-10-11T09:40:00Z
375,06ec875c7eb0721783088d975b87b9a2,0.46,2.0,0.0,103.8,0.3,0.0,73.3,39.0,-15.390906407076876,82.0,1.0,0.92,12.6,7.92,AX1,Alexandra,Clutha at Luggate Br.,169.2799662,-44.73091966,2013-11-13T12:30:00Z
376,06f083cddd1185d037e56339241ce162,4.11,7.0,0.0,102.8,13.9,33.5,107.5,244.0,-15.257784899237503,387.0,84.0,37.5,12.0,8.21,HV5,Havelock Nth,Mohaka at Raupunga,177.1288534,-39.07533505,2009-10-12T12:40:00Z
377,06f4fac03390c3948c137dc9d215bf56,1.29,9.0,0.0,99.3,6.4,39.5,59.1,22.0,-14.336317519900293,147.0,12.0,2.0,9.3,7.7,HV4,Havelock Nth,Ngaruroro at Kuripapango,176.3304027,-39.38169225,2005-10-25T11:20:00Z
378,06f9a485a35d5791dd03b02caa47babf,0.9,3.0,2.0,105.4,0.2,18.9,70.0,26.0,-15.20789268871266,79.0,6.0,1.4,11.8,7.87,AX4,Alexandra,Clutha at Millers Flat,169.4099758,-45.66636207,2006-11-15T09:40:00Z
379,06fcec068d14ad650050fc2f1e5a4fa1,0.3,1.0,0.0,107.0,0.6,17.3,73.5,150.0,15.37042614996084,182.0,3.0,2.42,18.9,7.93,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2015-02-11T12:30:00Z
380,07164ee9df5e4d120a5deb3438fc520b,6.3,17.0,8.0,100.5,3.1,90.7,93.8,565.0,14.667310592995566,716.0,18.0,7.7,10.1,8.0,WA1,Wanganui,Waitara at Bertrand Rd,174.2548673,-39.04966438,2015-08-18T10:15:00Z
381,071a2d873f0e79fd1dc636c2fa79b5ed,1.4,4.0,0.0,98.0,6.2,8.9,91.1,269.0,-13.899640284244766,332.0,9.0,0.42,8.4,8.03,HV6,Havelock Nth,Mohaka at Glenfalls,176.6345775,-39.17951716,2007-06-06T10:30:00Z
382,071bcd80b3dfa3fd97fd39db6a45322e,7.1,22.0,6.0,84.2,13.7,61.3,140.0,198.0,14.38054241088979,438.0,40.0,4.28,22.0,7.49,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2014-02-12T12:30:00Z
383,071ede4827378cf86949866f83c8ce20,3.8,91.0,8.0,107.1,1.0,27.5,227.8,637.0,-14.813844876715835,887.0,9.0,0.85,20.9,8.22,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2018-01-17T12:00:00Z
384,072cdf4166e203bf1fb1ec60ade79984,8.28,13.0,8.0,98.2,5.9,185.0,115.0,114.0,-14.778362562591294,300.0,30.0,15.6,21.0,7.7,WA4,Wanganui,Whanganui at Paetawa,175.1423112,-39.78864375,2019-12-17T14:15:00Z
385,072dc83f983280907ccec3c0a7a3ad7f,5.18,5.0,1.0,96.6,9.0,28.0,100.6,1436.0,-12.10330533496532,1654.0,16.0,1.26,5.7,7.54,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2019-08-15T10:30:00Z
386,072ea8de8a28840b4685f0be89fa6b38,5.1,11.0,8.0,101.5,2.2,93.4,118.6,76.0,-15.483216721062842,194.0,15.0,2.01,18.3,8.01,TU1,Turangi,Whanganui at Te Maire,175.1886879,-38.94427494,2018-01-18T11:30:00Z
387,07335e4e790bd7660b618964d56dfad5,3.8,0.0,0.0,109.2,0.3,108.1,526.0,7.0,14.336317519900287,167.0,21.0,25.3,22.1,8.12,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2015-02-16T15:15:00Z
388,0737bc98270f9f1cafcae337e417dd34,2.7,5.0,2.0,103.3,12.0,12.2,201.0,911.0,-14.915763474639842,1025.0,22.0,2.73,10.8,8.09,HV2,Havelock Nth,Tukituki at Red Br.,176.9268003,-39.71715618,2015-07-06T13:30:00Z
389,073845a5e950ddaebd9359926538b739,12.8,5.0,8.0,101.4,8.1,35.9,80.7,114.0,-10.241093693126729,453.0,49.0,28.4,3.8,7.41,DN3,Dunedin,Taieri at Outram,170.243822,-45.84805474,2014-08-14T13:00:00Z
390,073ac61ecc416b06deefac2c4c926770,1.53,3.0,1.0,100.2,4.6,2.0,42.2,46.0,-11.002272493962328,58.0,15.0,9.62,4.5,7.33,NN3,Nelson,Wairau at Dip Flat,172.922771,-41.898142,2009-05-20T10:00:00Z
391,073b5851f8c476b8c23b2a3d74f28a1e,2.5,20.0,7.0,105.5,1.5,6.3,158.0,571.0,15.233187454744986,688.0,6.0,1.55,11.9,7.68,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2016-09-13T12:30:00Z
392,0745df550aadc3ecf13970c2b4943312,9.6,14.0,7.0,104.6,4.4,387.3,122.9,114.0,15.59647396148886,283.0,19.0,3.51,17.5,7.96,WH2,Whangarei,Waitangi at Wakelins,174.0473578,-35.27815386,2017-11-15T12:20:00Z
393,07461735adb7b06174bc156f23ff5ebc,0.8,1.0,6.0,98.6,2.2,143.9,70.8,225.0,15.637455036910575,248.0,33.0,18.8,17.1,7.72,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2015-03-11T13:00:00Z
394,0747f3175149220ec35519e1baa5feb2,8.9,4.0,4.0,109.8,2.7,45.7,110.7,0.0,-14.628738839401024,272.0,26.0,2.2,21.4,8.47,WA1,Wanganui,Waitara at Bertrand Rd,174.2548673,-39.04966438,2006-02-21T10:00:00Z
395,0749075d567d9f8dd20269a36c56a57d,2.5,2.0,1.0,100.7,3.6,0.0,70.8,10.0,-15.070832758391289,60.0,4.0,0.37,11.3,7.65,WN2,Wellington,Hutt at Kaitoke,175.1913608,-41.0526002,2010-11-10T10:45:00Z
396,074a37cc1ec3606cbf98055f659b12c7,10.7,10.0,8.0,96.3,19.8,235.9,81.6,205.0,-14.97998664990727,506.0,72.0,33.5,11.0,7.55,DN4,Dunedin,Clutha at Balclutha,169.7478532,-46.23889062,2011-05-11T14:10:00Z
397,074c26e5a2014eeb1ce8f920125e983f,2.1,1.0,8.0,104.3,0.2,4.1,78.7,28.0,-15.674182595318966,57.0,1.0,0.3,14.8,7.8,GY1,Greymouth,Buller at Te Kuha,171.6996819,-41.83666153,2007-04-10T11:00:00Z
398,0751760042d42caef94b0632d7d4fe8d,8.1,15.0,8.0,112.7,51.9,435.2,227.0,1322.0,15.515476145816471,1665.0,98.0,1.4,18.1,8.2,WA3,Wanganui,Waingongoro at SH45,174.2100716,-39.57808905,2006-03-21T12:35:00Z
399,0756313a683ad019f52047317a9833e0,21.6,4.0,7.0,88.7,7.7,224.7,220.0,0.0,-13.79275172079161,565.0,72.0,5.7,23.2,7.76,AK1,Auckland,Hoteo at Gubbs,174.5167757,-36.38708527,2010-02-17T09:30:00Z
400,07580a5d0d560ae0b5ad28f8c58b7a86,11.2,37.0,3.0,97.9,20.6,920.8,101.3,1087.0,11.672189170476978,1410.0,58.0,12.0,5.2,7.33,DN5,Dunedin,Mataura at Seaward Down,168.797037,-46.39109981,2006-06-14T08:35:00Z
401,07596bbe0bbf75e64246b3b951a94ed8,2.2,5.0,2.0,100.1,2.3,66.9,76.1,297.0,15.60769041310725,398.0,5.0,0.38,14.0,7.72,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2007-03-15T09:35:00Z
402,075b440dde77ac4316bbc9d4191a3288,4.5,4.0,8.0,102.5,3.8,71.7,66.0,49.0,14.053113535135196,135.0,84.0,81.1,8.7,7.77,CH1,Christchurch,Hurunui at Mandamus,172.5414016,-42.79210319,2017-10-11T08:45:00Z
403,0762146729ec05eed038285a7a93b81c,1.3,4.0,8.0,101.4,1.9,5.2,58.8,28.0,-14.848568955673809,88.0,8.0,10.5,10.6,7.73,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2011-05-26T13:00:00Z
404,0762478518a499e4b0192e3a8aed3d4b,1.29,4.0,7.0,103.7,8.9,4.1,160.1,232.0,-15.661417561363978,291.0,23.0,8.46,14.6,8.03,HV3,Havelock Nth,Ngaruroro at Chesterhope,176.8722386,-39.59819739,2018-10-01T13:50:00Z
405,0770f75f2c46827850cf077c264cba20,15.58,5.0,0.0,100.5,3.5,41.3,44.4,2.0,-4.298837055693085,222.0,12.0,0.78,0.6,7.15,DN2,Dunedin,Sutton at SH87,170.0940294,-45.59783272,2008-07-10T11:00:00Z
406,077d0574233bbb29c45cd1248db3e836,24.57,19.0,5.0,88.8,10.3,119.0,195.0,129.0,-14.102482052156631,449.0,47.0,7.09,22.6,7.34,AK1,Auckland,Hoteo at Gubbs,174.5167757,-36.38708527,2019-01-08T09:20:00Z
407,077dc9500fab6a01ee0cb88a8706ec53,9.0,2.0,4.0,95.8,16.4,62.2,129.0,278.0,-14.628738839401024,472.0,64.0,4.3,21.4,7.54,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2007-02-15T13:00:00Z
408,07807fc60c291ec28afe88638212b1f6,8.8,79.0,7.0,96.6,18.6,1553.1,132.0,533.0,-15.349267084502763,948.0,97.0,28.0,12.4,7.55,WA9,Wanganui,Manawatu at Opiki Br.,175.4695424,-40.43710471,2007-10-17T14:30:00Z
409,07885a8041c23ab82a31168bb70b946d,4.0,4.0,2.0,111.6,8.4,71.7,116.0,171.0,-15.499677417010972,259.0,17.0,4.76,13.2,8.55,HV5,Havelock Nth,Mohaka at Raupunga,177.1288534,-39.07533505,2013-05-09T12:40:00Z
410,0790603c2cd6b43379fd1fb360cd4d84,5.3,7.0,6.0,101.7,7.2,461.1,65.1,276.0,-14.198591480544822,421.0,32.0,6.48,9.0,7.63,GS3,Gisborne,Motu at Waitangirua,177.6207925,-38.20150151,2017-09-19T11:05:00Z
411,0795659dcd01e939463c4594c4e85918,0.98,4.0,8.0,106.7,0.5,0.0,56.7,8.0,-15.654072953432918,72.0,3.0,2.2,14.5,7.88,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2009-11-12T13:15:00Z
412,079b36f9fe75a6a2ea55b858aa132773,4.87,5.0,8.0,99.4,6.7,90.7,98.2,330.0,-15.281688389422158,459.0,20.0,2.1,12.1,7.82,TU1,Turangi,Whanganui at Te Maire,175.1886879,-38.94427494,2009-09-23T12:05:00Z
413,079b61c9c73c424133612cd33451d825,0.8,2.0,2.0,100.2,2.3,71.2,66.9,99.0,15.699681526432313,180.0,31.0,19.0,15.6,7.66,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2006-04-19T15:30:00Z
414,07a717200daad7e444fb6d10ece4d13a,17.7,6.0,2.0,98.4,6.2,307.6,62.9,57.0,-14.628738839401022,251.0,62.0,28.5,10.0,7.45,GY1,Greymouth,Buller at Te Kuha,171.6996819,-41.83666153,2015-04-14T11:10:00Z
