,checksum,Absorbance Coefficient,Ammonia,Cloud Cover,Dissolved Oxygen Saturation,Dissolved Reactive Phosphate,E Coli,Electrical Conductivity,Nitrate + Nitrite,Ring Temp,Total Nitrogen,Total Phosphate,Turbidity,Water Temp,pH,SiteID,Region,Name,Longitude,Latitude,Timestamp
0,0009f4e7ab7d5d41c2280b7f5398e952,0.62,3.0,7.0,103.8,0.4,21.3,60.4,37.0,12.649110641914712,70.0,5.0,1.2,6.4,7.53,TK6,Tekapo,Waitaki at SH1 Br.,171.1002468,-44.92876257,2005-06-16T11:55:00Z
1,0013bf1972cd17f3ddc78c06fa1c4717,6.1,2.0,0.0,99.2,2.6,90.7,121.5,17.0,14.915763474639842,75.0,8.0,1.6,10.8,7.66,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2011-07-18T10:50:00Z
2,00149a2788790394de6a7559f79a50bb,19.35,17.0,4.0,93.9,13.8,157.6,205.0,262.0,-14.94824404508436,695.0,45.0,8.9,10.9,7.26,AK2,Auckland,Rangitopuni at Walkers,174.6177164,-36.74608218,2009-07-22T11:15:00Z
3,00158d7411b64c2ce549e5201a20f170,3.5,19.0,8.0,100.8,5.4,344.8,143.0,696.0,-15.59647396148886,778.0,10.0,1.36,13.9,7.36,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2012-05-14T12:45:00Z
4,00186e71fb6f9ac1c1872c87dcd2400c,0.06,1.0,7.0,101.7,1.5,6.3,121.5,1.0,-15.155197129414052,64.0,3.0,0.45,19.8,8.22,RO6,Rotorua,Waikato at Reids Farm,176.0771442,-38.67752695,2008-03-11T11:20:00Z
5,0018b54f66d3fc8edc9e0f60e7b5955c,2.3,8.0,8.0,96.2,26.4,127.4,167.0,223.0,-15.18189711569012,406.0,59.0,1.73,19.7,7.63,HM3,Hamilton,Waikato at Hamilton Traffic Br.,175.2888866,-37.79398973,2015-04-08T11:00:00Z
6,001999a48f1aef97be6fc5936ba903e0,0.7,3.0,1.0,99.1,0.3,7.4,73.3,19.0,15.661417561363978,118.0,6.0,0.65,14.6,7.85,AX4,Alexandra,Clutha at Millers Flat,169.4099758,-45.66636207,2006-03-15T09:30:00Z
7,0024980ac9792711f628703ece6e31db,8.9,17.0,6.0,92.7,18.2,325.5,125.2,689.0,-15.60769041310725,927.0,65.0,5.4,14.0,7.35,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2006-10-19T12:35:00Z
8,00266835c74638509c03c28836ecf1cb,3.8,3.0,6.0,104.2,3.0,38.8,68.3,298.0,13.263860675964596,351.0,5.0,0.51,7.3,7.42,GY2,Greymouth,Grey at Dobson,171.2977474,-42.45526028,2010-07-13T15:15:00Z
9,002a1c264f3677c983c84296a7fda968,12.6,18.0,6.0,94.2,18.0,2419.2,176.0,321.0,-14.778362562591296,765.0,111.0,48.6,10.4,7.38,AK1,Auckland,Hoteo at Gubbs,174.5167757,-36.38708527,2014-08-14T08:50:00Z
10,002f07796b4b99604be666919083d4f1,1.95,4.0,4.0,100.1,1.2,32.7,67.8,67.0,13.8466602482837,132.0,3.0,0.66,8.3,8.02,NN5,Nelson,Buller at Longford,172.3865727,-41.76683803,2018-09-12T08:30:00Z
11,00321195ff8b2b2688e42d388947a3b9,1.6,1.0,1.0,100.4,3.7,0.0,93.7,43.0,-10.241093693126729,74.0,4.0,0.88,3.8,7.9,NN2,Nelson,Motueka at Gorge,172.913512,-41.63522812,2008-07-15T09:45:00Z
12,0038fcfebd6e815c44901ead8384d55a,11.24,25.0,2.0,99.8,16.0,920.8,130.0,843.0,-14.466513057105365,1410.0,177.0,55.1,9.6,7.55,WA8,Wanganui,Manawatu at Teachers Coll.,175.6239194,-40.37423442,2008-07-23T13:15:00Z
13,003ae4c0068b2dc131027266f0b97e8b,1.25,1.0,0.0,117.6,12.6,33.4,195.0,2.0,14.705101156789096,84.0,22.0,0.65,21.2,8.54,HV3,Havelock Nth,Ngaruroro at Chesterhope,176.8722386,-39.59819739,2005-03-08T13:50:00Z
14,003ba3d8742a52731c8758582a254f3d,0.69,1.0,2.0,99.6,0.1,5.0,63.9,19.0,13.567608486074471,53.0,3.0,1.56,7.8,8.2,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2019-09-11T12:30:00Z
15,0046f51dc76e0d313f9e0d113c986381,17.4,75.0,2.0,87.1,41.2,4106.0,138.0,827.0,15.349267084502763,1422.0,158.0,48.6,12.4,7.11,HM4,Hamilton,Waikato at Rangiriri,175.1313201,-37.43389143,2012-08-13T10:25:00Z
16,004c6074c10bfce067c01f767edff6a0,7.0,16.0,8.0,100.0,9.8,2142.0,55.1,403.0,15.654072953432918,821.0,211.0,134.0,14.5,7.18,GS3,Gisborne,Motu at Waitangirua,177.6207925,-38.20150151,2011-01-25T10:30:00Z
17,00559b31b700a0a7b9ad5cbcbf56879b,23.7,20.0,4.0,84.2,19.6,193.5,219.0,169.0,15.6460857734898,578.0,54.0,7.4,14.4,7.2,AK2,Auckland,Rangitopuni at Walkers,174.6177164,-36.74608218,2008-10-15T10:28:00Z
18,00586778c44bd24fc3751e5b87b16251,4.8,13.0,0.0,98.8,2.2,17.5,49.8,427.0,6.697014262445613,599.0,12.0,1.7,1.5,7.47,TK3,Tekapo,Opuha at Skipton Br.,170.9796325,-44.08056659,2016-08-11T09:50:00Z
19,005ef7c8277b51fdb85acc7baa20fc79,4.1,11.0,4.0,103.7,22.0,613.1,89.3,779.0,-15.281688389422158,937.0,37.0,2.39,12.1,7.65,RO3,Rotorua,Rangitaiki at Murupara,176.6971212,-38.45978401,2014-09-16T14:33:00Z
20,0066f4c26cdbea7f00492f0ffaa0d97d,3.7,7.0,7.0,98.3,8.0,38.8,75.4,660.0,15.257784899237503,796.0,15.0,4.25,19.4,7.44,DN8,Dunedin,Oreti at Riverton HW Br.,168.2658533,-46.32784979,2011-01-11T16:20:00Z
21,006bfc7ee1964184865809cb3ffc6381,1.3,7.0,1.0,101.3,22.5,7.4,85.8,946.0,13.899640284244766,1003.0,31.0,0.94,8.4,7.6,RO3,Rotorua,Rangitaiki at Murupara,176.6971212,-38.45978401,2010-07-14T14:52:00Z
22,006fe14315e1bda3bfcf4b7119ca2970,7.4,6.0,8.0,100.5,2.0,39.9,119.6,7.0,-14.423938436897185,170.0,17.0,2.16,21.9,7.73,WH2,Whangarei,Waitangi at Wakelins,174.0473578,-35.27815386,2014-12-08T11:30:00Z
23,007180feaf1a433dded26ea5522cb3fc,10.2,14.0,8.0,91.4,16.3,839.0,121.0,744.0,15.618258546694634,1027.0,107.0,19.8,17.3,7.43,HM2,Hamilton,Waipa at Whatawhata,175.1516454,-37.80034414,2017-11-16T13:30:00Z
24,00734535ee1aec882cb5a8c783ab677e,4.6,3.0,7.0,98.5,4.9,69.7,71.7,198.0,-13.263860675964596,307.0,119.0,97.0,7.3,7.68,CH3,Christchurch,Waimakariri at Gorge,172.0510607,-43.36069571,2012-08-15T08:00:00Z
25,0076a6ff586df5ef289e924ec77a5775,9.5,16.0,8.0,103.5,6.2,2419.2,86.4,278.0,15.010995970667636,664.0,76.0,24.8,11.1,7.52,DN9,Dunedin,Waiau at Tuatapere,167.6857257,-46.13187464,2014-10-14T14:00:00Z
26,007b35fb1875d5f7892437e39835b9f5,0.9,14.0,1.0,100.3,1.9,65.0,67.5,32.0,13.388427840168536,88.0,23.0,6.66,7.5,7.73,AX2,Alexandra,Kawarau at Chard Rd,168.8686737,-45.00799513,2012-07-17T14:10:00Z
27,007eb1bc1cd038e883256979a23a03bb,1.6,0.0,0.0,99.4,4.5,8.6,61.9,73.0,-13.62534403350609,94.0,4.0,0.95,7.9,7.53,WN5,Wellington,Ruamahanga at SH2,175.6048351,-40.76387899,2009-09-09T15:00:00Z
28,0083c919093862d58e2fb941e480ad8d,13.42,3.0,0.0,111.3,4.0,22.8,122.4,15.0,15.041276542614328,247.0,24.0,4.0,20.2,8.32,WA1,Wanganui,Waitara at Bertrand Rd,174.2548673,-39.04966438,2008-02-19T09:45:00Z
29,008c07a7c8d05e7847bddefc82f9f011,7.5,14.0,1.0,96.2,15.5,547.5,105.7,361.0,15.18189711569012,553.0,50.0,20.9,11.7,7.62,WN3,Wellington,Ruamahanga at Waihenga,175.4394258,-41.1971596,2014-04-30T12:00:00Z
30,0092a4a60657689422e2b69932b4f902,2.3,5.0,8.0,100.8,17.2,104.3,90.0,24.0,15.327426399477506,64.0,25.0,1.13,12.3,7.39,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2014-12-18T08:35:00Z
31,00989eeea628e720e06988f53aca8377,2.7,4.0,8.0,110.6,1.4,13.4,130.9,105.0,-15.63745503691058,179.0,4.0,0.48,14.3,8.47,NN1,Nelson,Motueka at Woodstock,172.8245826,-41.25156018,2017-11-14T11:40:00Z
32,0099f8f1416530df613ed993418b579c,2.9,8.0,3.0,99.2,13.8,63.0,75.0,200.0,15.697133497279047,308.0,29.0,19.0,15.4,7.76,HV6,Havelock Nth,Mohaka at Glenfalls,176.6345775,-39.17951716,2012-01-11T10:30:00Z
33,009d9932d91960311cef7335c249cc7c,6.4,4.0,7.0,103.2,4.2,67.7,221.1,1.0,-13.326665000344232,206.0,15.0,2.15,24.0,7.85,WH4,Whangarei,Wairu at Purua,174.1505947,-35.6537364,2020-02-18T14:40:00Z
34,00a5dc596cf772338e81c71bb27f9044,2.6,9.0,6.0,105.0,7.2,18.7,166.0,171.0,15.697133497279047,332.0,30.0,1.4,15.4,7.7,HM3,Hamilton,Waikato at Hamilton Traffic Br.,175.2888866,-37.79398973,2006-10-19T13:45:00Z
35,00a6c605dfedb3741ba5626f51f18eaf,0.9,3.0,5.0,99.9,2.7,45.0,68.3,83.0,-14.423938436897185,127.0,12.0,9.5,9.5,7.69,CH3,Christchurch,Waimakariri at Gorge,172.0510607,-43.36069571,2011-05-11T08:10:00Z
36,00a974e7adc36db7d426997bcc476962,0.9,3.0,8.0,100.9,3.0,3.0,104.8,4.0,15.679604587852335,33.0,5.0,0.37,16.5,8.09,HV4,Havelock Nth,Ngaruroro at Kuripapango,176.3304027,-39.38169225,2010-12-02T11:20:00Z
37,00b4599ff058d780b7e3d451b73f70d1,5.5,5.0,8.0,94.0,6.6,193.5,110.8,30.0,-15.257784899237503,86.0,11.0,3.83,19.4,7.7,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2018-02-21T09:15:00Z
38,00b59f15c634dfbe807fac384aea5491,2.29,5.0,8.0,100.7,0.4,63.0,73.6,212.0,15.679604587852335,358.0,6.0,0.44,14.9,7.97,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2019-04-11T10:30:00Z
39,00b7fd697486fda8553d543c5134170e,1.21,4.0,0.0,101.1,15.8,12.1,87.2,55.0,14.380542410889792,88.0,17.0,0.62,9.4,7.57,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2009-10-28T08:30:00Z
40,00b9de28d61f78a08abadb911c9fd11f,1.7,5.0,8.0,96.6,3.1,95.9,72.7,118.0,15.628179677473636,229.0,6.0,0.4,17.2,7.77,TK1,Tekapo,Opihi at Grassy Banks,171.2903816,-44.26379736,2015-01-08T09:15:00Z
41,00bd8eda61eecb792c056baf35a84ab5,1.5,5.0,0.0,104.8,1.1,4.1,94.4,11.0,-15.349267084502763,33.0,27.0,20.7,12.4,7.9,AX3,Alexandra,Shotover at Bowens Peak,168.7149003,-44.9916064,2014-01-14T14:50:00Z
42,00c17944f0053ee7563081ba2ec786b1,2.8,2.0,8.0,100.8,4.2,50.7,66.7,140.0,-12.01998336235953,215.0,55.0,35.0,5.6,7.61,CH4,Christchurch,Waimakariri above old HW Br.,172.6416309,-43.41896498,2006-06-21T14:20:00Z
43,00c334d647cf6b46cd56a28a0503f36d,3.33,3.0,7.0,100.9,4.8,44.8,92.2,92.0,13.135067568589058,159.0,21.0,14.0,7.1,7.84,WA5,Wanganui,Rangitikei at Mangaweka,175.8079005,-39.81209364,2005-07-20T09:15:00Z
44,00c3fc5127f152535e5eb42817ca6f1f,0.98,13.0,8.0,100.7,12.9,42.0,93.0,86.0,-13.4491635439309,121.0,20.0,2.41,7.6,7.61,TU2,Turangi,Tongariro at Turangi,175.8128846,-38.9962824,2019-10-24T08:30:00Z
45,00dc8d1abadc150d25207bd8a3fcfaaa,1.9,5.0,3.0,97.5,2.6,22.8,73.2,46.0,14.848568955673809,121.0,10.0,3.35,10.6,7.69,AX4,Alexandra,Clutha at Millers Flat,169.4099758,-45.66636207,2011-05-17T09:50:00Z
46,00e12fd09fba840799386cdf76cf5ba5,15.6,4.0,6.0,100.5,2.7,1.0,50.7,25.0,14.102482052156637,128.0,7.0,3.79,8.8,7.28,WN2,Wellington,Hutt at Kaitoke,175.1913608,-41.0526002,2020-10-28T08:00:00Z
47,00e1c73f7bc50c9597a6b0f96cb1c57c,9.93,51.0,2.0,92.4,29.4,93.3,174.0,532.0,-15.041276542614323,811.0,73.0,16.5,11.2,7.18,AK1,Auckland,Hoteo at Gubbs,174.5167757,-36.38708527,2009-07-22T10:15:00Z
48,00ec312a17db8cb8d6c544bdcb4bc75f,1.1,7.0,7.0,102.1,0.8,7.4,56.3,0.0,-15.483216721062842,71.0,4.0,1.58,13.1,7.81,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2012-11-15T12:50:00Z
49,00ec91aeaa2fe0f92196f99a680e7b0f,4.8,7.0,1.0,99.9,2.7,110.0,390.0,108.0,15.58460779202993,295.0,40.0,79.0,13.8,8.05,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2012-09-19T15:38:00Z
50,00ed66a5cde29087538387a55965075f,9.2,4.0,0.0,96.5,3.7,95.9,63.1,455.0,9.366429417414086,703.0,25.0,10.6,3.1,7.53,TK3,Tekapo,Opuha at Skipton Br.,170.9796325,-44.08056659,2017-07-18T08:55:00Z
51,00eed9d33f28a755c42a470e2a2bddae,0.5,1.0,7.0,115.5,3.7,1.0,509.0,0.0,-14.19859148054482,124.0,8.0,0.83,22.4,8.32,RO1,Rotorua,Tarawera at Lake outlet,176.5021583,-38.18372278,2016-02-10T11:50:00Z
52,00f68c697c9639829f54675e703026d6,2.0,6.0,0.0,96.8,2.1,47.9,95.9,724.0,-15.515476145816471,859.0,4.0,0.26,13.3,7.5,TK2,Tekapo,Opihi at Rockwood,170.9415995,-44.16992472,2010-04-18T09:05:00Z
53,00f789665eee6ea6c2cb5fe47e97778c,3.2,2.0,4.0,104.4,2.9,325.5,178.0,1.0,-15.59647396148886,106.0,11.0,1.4,13.9,8.12,WA6,Wanganui,Rangitikei at Kakariki,175.444118,-40.12680338,2007-04-18T10:30:00Z
54,00f8cb72347d935be7d57bc680014d98,5.7,8.0,0.0,98.2,6.3,98.7,382.0,287.0,13.00192293591221,464.0,96.0,209.0,6.9,8.05,GS1,Gisborne,Waipaoa at Kanakanaia,177.8816102,-38.4703121,2015-07-21T15:44:00Z
55,00ffee932ce8caea30439c836c69f370,5.06,9.0,8.0,100.5,1.8,77.0,47.4,14.0,-14.915763474639842,85.0,4.0,1.2,10.8,7.86,WN5,Wellington,Ruamahanga at SH2,175.6048351,-40.76387899,2019-11-12T13:00:00Z
56,010a1e475c96aa2f0b6e1cd41953426d,0.7,3.0,4.0,100.5,0.5,0.0,59.7,2.0,15.233187454744986,38.0,3.0,1.2,11.9,7.83,TK4,Tekapo,Waitaki at Kurow,170.4510967,-44.70218919,2013-05-09T13:00:00Z
57,010c86c10b7763187d9347cd2b680c12,0.6,3.0,8.0,98.1,1.5,1.0,498.7,2.0,-15.499677417010972,98.0,7.0,0.6,13.2,7.93,RO1,Rotorua,Tarawera at Lake outlet,176.5021583,-38.18372278,2020-06-17T12:00:00Z
58,01234d17d28384f9bd904e8bff2f29bd,1.2,6.0,0.0,95.3,1.6,13.5,64.8,3.0,15.684387142359116,98.0,5.0,0.55,15.0,7.83,HV4,Havelock Nth,Ngaruroro at Kuripapango,176.3304027,-39.38169225,2006-02-15T11:30:00Z
59,0124ac4b0ea8342e9b927d860806288c,3.5,1.0,6.0,96.7,15.5,72.3,168.0,159.0,-14.848568955673809,394.0,56.0,2.4,20.8,7.61,HM4,Hamilton,Waikato at Rangiriri,175.1313201,-37.43389143,2010-01-13T09:20:00Z
60,0127bd64adb869b6b0e1f9d731061e41,11.2,12.0,0.0,99.1,22.3,474.0,140.1,433.0,-14.848568955673809,739.0,48.0,6.0,20.8,7.52,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2012-01-11T13:15:00Z
61,01292cc415a3318125232bd3017ed9ca,13.96,3.0,8.0,100.9,7.2,44.1,75.2,40.0,10.003999201889217,317.0,24.0,2.7,3.6,7.53,DN3,Dunedin,Taieri at Outram,170.243822,-45.84805474,2008-06-12T13:00:00Z
62,012a02eb7b4d078608d0740454648730,9.4,4.0,4.0,98.1,6.5,41.0,65.2,60.0,-10.241093693126729,249.0,33.0,9.38,3.8,7.46,DN1,Dunedin,Taieri at Tiroiti,170.2727477,-45.25818263,2012-06-14T09:45:00Z
63,012fa6896bb9ea000b3da16120d56f54,2.4,7.0,1.0,105.7,5.7,18.9,93.9,403.0,15.674182595318966,524.0,30.0,2.01,14.8,7.48,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2020-10-14T16:15:00Z
64,0131aba6b323e306cf13a7a7fd7446a6,20.5,3.0,6.0,98.7,6.5,115.3,106.4,24.0,-15.390906407076876,179.0,18.0,6.4,12.6,7.56,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2006-09-13T10:15:00Z
65,01372c02ca439cc58cc4cce7c7e99888,2.9,1.0,0.0,99.1,0.5,31.3,143.9,1.0,-15.637455036910575,86.0,4.0,1.3,17.1,7.9,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2020-03-19T09:30:00Z
66,013b9bdeaa588d2d29aeeb72187b8a25,1.7,2.0,2.0,107.3,0.3,17.1,72.5,4.0,14.667310592995566,48.0,6.0,1.1,10.1,8.04,CH1,Christchurch,Hurunui at Mandamus,172.5414016,-42.79210319,2011-11-16T10:00:00Z
67,013cf4069ad4ab4caa7026b273f32fbc,0.3,3.0,4.0,98.2,1.7,3.1,84.5,49.0,-13.4491635439309,68.0,5.0,3.58,7.6,7.75,GY4,Greymouth,Haast at Roaring Billy,169.2978345,-43.94414373,2015-05-20T09:00:00Z
68,01417f8e787fb2d7218c09e76c7eaae8,0.57,0.0,7.0,114.8,4.5,7.3,519.0,2.0,-15.545095690647903,103.0,9.0,0.54,13.5,8.04,RO1,Rotorua,Tarawera at Lake outlet,176.5021583,-38.18372278,2005-09-15T12:00:00Z
69,014477bcc980001ec09b826a81d46a54,0.6,1.0,3.0,99.2,4.4,1.0,50.5,34.0,10.469001864141587,100.0,5.0,0.55,4.0,7.61,NN3,Nelson,Wairau at Dip Flat,172.922771,-41.898142,2007-07-18T10:30:00Z
70,014d69560a00f92601759206f8c2fcb1,5.18,6.0,7.0,115.7,0.8,52.0,85.7,144.0,15.530614927664647,272.0,7.0,1.51,18.0,8.47,DN9,Dunedin,Waiau at Tuatapere,167.6857257,-46.13187464,2019-03-12T14:30:00Z
71,0153f0c1034084b3b3baa5ba30ff621f,3.4,4.0,4.0,98.3,55.1,101.2,107.2,999.0,-15.041276542614328,1090.0,80.0,3.65,20.2,7.49,HM5,Hamilton,Waihou at Te Aroha,175.706564,-37.54841789,2011-01-10T12:40:00Z
72,01663fd8bdb69e4eec6c25167426f3bc,4.8,5.0,8.0,101.1,6.9,44.3,107.7,165.0,13.62534403350609,285.0,52.0,41.2,7.9,7.86,WA5,Wanganui,Rangitikei at Mangaweka,175.8079005,-39.81209364,2018-08-22T10:30:00Z
73,016cb02cbf08f1a69c6ecd2858bcd65e,6.19,3.0,6.0,101.6,2.7,146.0,37.3,12.0,-13.899640284244766,136.0,861.0,285.0,8.4,7.74,GY4,Greymouth,Haast at Roaring Billy,169.2978345,-43.94414373,2018-04-17T08:00:00Z
74,016fdeb8a3864a42606a146df931060b,11.0,27.0,2.0,96.3,22.5,866.4,197.0,992.0,12.864291664580676,1354.0,109.0,44.0,6.7,7.83,WA7,Wanganui,Manawatu at Weber Rd,176.1114838,-40.24225986,2006-06-21T12:00:00Z
75,01733a0446c99937b1661177749920ab,4.4,26.0,8.0,84.7,55.5,146.7,347.9,387.0,15.545095690647903,560.0,91.0,3.06,17.9,7.56,RO2,Rotorua,Tarawera at Awakaponga,176.7668297,-37.94077098,2020-03-16T14:58:00Z
76,01743e0f524bf9e3358529faedfab83d,0.81,3.0,8.0,97.9,2.0,0.0,87.2,52.0,-12.793748474602742,66.0,2.0,0.55,6.6,7.69,GY4,Greymouth,Haast at Roaring Billy,169.2978345,-43.94414373,2008-07-16T09:15:00Z
77,01754340e932693dda3bd04933f99eb9,3.2,0.0,2.0,94.5,2.6,22.1,130.0,2.0,15.37042614996084,133.0,9.0,0.64,18.9,7.66,WH1,Whangarei,Waipapa at Forest Ranger,173.6879171,-35.27520455,2006-01-18T09:50:00Z
78,017afa59c5f8f1c65adffaa15ec6be2b,9.2,39.0,7.0,97.4,12.2,1860.0,106.9,1159.0,-12.345039490880536,1523.0,70.0,25.1,6.0,7.2,DN5,Dunedin,Mataura at Seaward Down,168.797037,-46.39109981,2012-09-12T09:15:00Z
79,017efe8cf605ba31b075b779a0c8186a,3.57,7.0,3.0,99.6,8.8,20.1,124.0,1122.0,-13.200000001189393,1274.0,19.0,6.2,7.2,7.71,CH2,Christchurch,Hurunui at SH1 Br.,173.0964716,-42.90013799,2008-08-13T12:45:00Z
80,01928c26763836b182537d8978780aee,3.56,41.0,1.0,88.3,51.5,66.0,334.0,421.0,15.60769041310725,651.0,103.0,5.56,14.0,7.49,RO2,Rotorua,Tarawera at Awakaponga,176.7668297,-37.94077098,2019-07-17T13:10:00Z
81,019cd622a65f0d4b2615e992d1f24f6b,4.6,4.0,8.0,104.2,2.4,1119.9,68.0,13.0,-14.58937970002152,509.0,2311.0,400.0,9.9,7.99,AX3,Alexandra,Shotover at Bowens Peak,168.7149003,-44.9916064,2010-04-13T15:00:00Z
82,019df1b48e8b6bb765e7e0cd2ab5cdec,1.7,8.0,6.0,99.8,3.8,228.2,98.2,579.0,-12.793748474602742,657.0,6.0,1.87,6.6,7.94,CH2,Christchurch,Hurunui at SH1 Br.,173.0964716,-42.90013799,2014-07-16T12:00:00Z
83,01a4ea87ea17b8d8fa76390c59daa716,6.9,4.0,8.0,98.5,8.6,178.9,56.8,321.0,14.813844876715834,442.0,20.0,2.96,10.5,7.22,HM1,Hamilton,Waipa at Otewa,175.3480585,-38.27048925,2014-09-18T10:20:00Z
84,01b5573c5475935e588d62e9c52540fd,2.9,1.0,6.0,100.3,1.9,1.0,83.6,12.0,12.1852369706707,65.0,4.0,0.85,5.8,7.88,NN2,Nelson,Motueka at Gorge,172.913512,-41.63522812,2011-09-13T09:30:00Z
85,01bf07891f8a812bd84e257c1fbdbb39,7.3,9.0,8.0,95.9,5.5,172.2,94.0,442.0,14.778362562591296,620.0,38.0,20.3,10.4,7.57,WA4,Wanganui,Whanganui at Paetawa,175.1423112,-39.78864375,2015-08-18T14:45:00Z
86,01bf6dba119ee823aef73603fa108134,2.6,5.0,6.0,104.6,5.2,88.0,87.2,741.0,-15.69490363243432,841.0,8.0,0.49,16.1,7.87,TK2,Tekapo,Opihi at Rockwood,170.9415995,-44.16992472,2014-01-16T09:00:00Z
87,01c7058f78a951e1c1ff0ea2797608d0,1.6,1.0,0.0,98.8,2.4,8.6,63.7,8.0,11.10315270683962,24.0,3.0,1.7,4.6,7.73,HV4,Havelock Nth,Ngaruroro at Kuripapango,176.3304027,-39.38169225,2006-06-06T11:30:00Z
88,01cb9b5d51181aebf91cb2993b8d8d8f,2.1,8.0,0.0,107.6,1.9,13.4,142.0,84.0,15.60769041310725,138.0,4.0,0.25,14.0,8.26,NN1,Nelson,Motueka at Woodstock,172.8245826,-41.25156018,2012-04-02T11:45:00Z
89,01d03ad367e9b89d44a37e0e3842d447,0.7,3.0,5.0,105.4,0.4,1.0,70.1,21.0,-15.59647396148886,48.0,1.0,0.31,17.5,8.23,AX1,Alexandra,Clutha at Luggate Br.,169.2799662,-44.73091966,2017-12-12T12:40:00Z
90,01d0f76b80f7730e7af3fe76279ac3a0,4.9,10.0,4.0,107.8,3.4,41.9,133.0,183.0,15.20789268871266,328.0,11.0,0.94,19.6,8.02,HM6,Hamilton,Ohinemuri at Karangahake,175.715083,-37.41659142,2006-11-15T11:40:00Z
91,01d0fdcf4b99f710931c33e58cd34a3d,4.7,56.0,5.0,88.5,56.8,22.3,307.7,444.0,-15.499677417010972,623.0,85.0,5.61,13.2,7.45,RO2,Rotorua,Tarawera at Awakaponga,176.7668297,-37.94077098,2017-07-12T14:23:00Z
92,01d1f04bc93d443863dadc72ac2e64be,5.5,8.0,4.0,101.1,3.0,45.7,59.8,547.0,11.761377471682474,697.0,9.0,2.5,5.3,7.12,DN7,Dunedin,Oreti at Lumsden,168.4280496,-45.71784803,2011-09-14T10:45:00Z
93,01d35a814f316f97f5cf8851b84c1006,37.7,40.0,4.0,38.9,23.6,165.8,227.0,80.0,-15.041276542614328,615.0,91.0,5.4,20.2,7.05,AK2,Auckland,Rangitopuni at Walkers,174.6177164,-36.74608218,2011-01-10T10:15:00Z
94,01d36ace41f058012173b49f5c0b6b3f,3.5,6.0,0.0,97.2,7.9,98.7,126.0,208.0,-14.245350119649569,320.0,68.0,46.5,9.1,7.79,HV3,Havelock Nth,Ngaruroro at Chesterhope,176.8722386,-39.59819739,2010-08-03T13:50:00Z
95,01d3997709204f3709328fd0d36c24f5,6.9,5.0,2.0,98.0,5.0,53.0,98.7,571.0,-14.053113535135196,699.0,12.0,7.94,8.7,7.47,WN4,Wellington,Ruamahanga at Wardells,175.6713489,-41.00468332,2015-08-26T10:29:00Z
96,01d6870d3eb961873c9796239251c608,3.0,3.0,2.0,99.6,23.7,20.1,66.0,179.0,13.069047403364944,272.0,39.0,7.17,7.0,7.65,RO4,Rotorua,Whirinaki at Galatea,176.7455255,-38.48615895,2015-08-11T14:00:00Z
97,01dc8ed29b38980fd8ad7e710fb5148a,6.2,3.0,8.0,101.6,1.0,178.2,147.4,0.0,-13.737903771369194,241.0,21.0,5.77,23.3,7.89,WA4,Wanganui,Whanganui at Paetawa,175.1423112,-39.78864375,2017-12-20T13:40:00Z
98,01e418bb39a444f70aaa72e7d63401e5,3.4,6.0,8.0,112.2,4.0,30.9,93.9,264.0,15.281688389422158,444.0,36.0,1.0,19.3,7.31,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2010-02-16T14:27:00Z
99,01ec1f2ace655a28ee75b31b641e3578,6.3,8.0,4.0,102.0,5.2,68.3,90.1,483.0,-14.102482052156637,604.0,21.0,5.5,8.8,7.59,WA1,Wanganui,Waitara at Bertrand Rd,174.2548673,-39.04966438,2006-07-18T10:30:00Z
100,01ec86b5ddbb0040a61210fd01398177,4.6,7.0,1.0,99.8,3.6,39.9,61.0,49.0,15.60769041310725,95.0,4.0,0.81,14.0,7.52,WN2,Wellington,Hutt at Kaitoke,175.1913608,-41.0526002,2018-02-15T08:40:00Z
101,01eff4219c2e06f4a64125cd97501200,3.27,15.0,8.0,98.1,28.3,35.4,101.9,469.0,14.628738839401022,528.0,42.0,5.9,10.0,7.1,RO5,Rotorua,Rangitaiki at Te Teko,176.7995602,-38.04158737,2008-07-16T14:50:00Z
